instrument_id,name,industry,snapshot_industry,close,change_pct,close_position,volume_multiple,turnover_pct,float_cap_100m,amount_100m,breakout_distance_pct,prior14_high,day_high,day_low,five_day_return_pct,ma5,last_event,last_event_age,last_event_multiple,anchor_date,anchor_low,anchor_margin_pct,events,reset_count,min_post_anchor_close,contraction_days,current_vs_anchor_close_pct,sector_positive_ratio,sector_peer_count,screen_rank,research_score,score_components
603256.SH,宏和科技,电子化学品,玻纤制造,143.28,3.653331404181448,0.9752808988764047,1.732639840335946,3.6058,1296.0913939200002,45.69123057,-5.730640173695645,151.99,143.5,134.6,11.719298245614041,134.216,2026-09-15,1,2.015328239476699,2026-09-15,131.0,9.37404580152672,1,0,143.28,1,3.653331404181448,0.5555555555555556,9,58,66.07898889156888,"{'close_strength': 14.62921348314607, 'breakout_proximity': 3.404039739456533, 'recent_signal': 8.571428571428573, 'price_momentum': 7.755552340302413, 'active_volume': 6.1631992016797295, 'industry_breadth': 5.555555555555555, 'turnover': 10, 'float_cap': 0, 'liquidity': 5, 'controlled_5d_move': 5}"
002436.SZ,兴森科技,元件,印制电路板,42.8,4.747919725893279,0.7796610169491508,0.9748506240752403,9.7512,649.6734408,61.9196220604,0.16381933068101429,42.73,43.45,40.5,8.491761723700852,40.552,2026-09-08,6,2.9336964901046,2026-09-08,38.5,11.168831168831161,1,0,39.33,6,6.679960119641071,0.8541666666666666,48,155,65.86500167569521,"{'close_strength': 11.694915254237262, 'breakout_proximity': 12.245728996021523, 'recent_signal': 1.428571428571429, 'price_momentum': 9.579866209822132, 'active_volume': 2.3742531203762014, 'industry_breadth': 8.541666666666666, 'turnover': 10, 'float_cap': 0, 'liquidity': 5, 'controlled_5d_move': 5}"
002859.SZ,洁美科技,其他电子,其他电子Ⅲ,67.85,2.5234209731036294,0.7084639498432579,1.0344753979889323,4.2928,290.6118632,12.4416584612,-1.6666666666666718,69.0,68.78,65.59,10.038923126824484,65.318,2026-09-14,2,2.012571896714664,2026-09-11,59.72,13.613529805760205,2,0,66.18,2,6.032192530082803,0.9117647058823529,34,75,65.30773419978024,"{'close_strength': 10.626959247648868, 'breakout_proximity': 9.499999999999993, 'recent_signal': 7.142857142857143, 'price_momentum': 5.872368288506049, 'active_volume': 2.672376989944661, 'industry_breadth': 9.117647058823529, 'turnover': 10, 'float_cap': 0.3755254719999994, 'liquidity': 5, 'controlled_5d_move': 5}"
600979.SH,广安爱众,电力,电能综合服务,4.12,0.4878048780487809,0.5833333333333351,0.8640774427808094,3.6422,51.1574838,1.86181373,-2.369668246445489,4.22,4.17,4.05,1.9801980198020042,4.11,2026-09-11,3,2.8309890414025944,2026-09-10,4.0,3.0000000000000027,2,0,4.08,3,0.4878048780487809,0.75,16,98,64.31808032826953,"{'close_strength': 8.750000000000027, 'breakout_proximity': 8.445497630331767, 'recent_signal': 5.7142857142857135, 'price_momentum': 2.479674796747968, 'active_volume': 1.8203872139040471, 'industry_breadth': 7.5, 'turnover': 10, 'float_cap': 9.953700648, 'liquidity': 4.654534325, 'controlled_5d_move': 5}"
001399.SZ,惠科股份,光学光电子,面板,21.39,1.4224751066856278,0.7297297297297298,1.071512807803565,7.1735,92.09821713,6.530373309400001,-9.210526315789469,23.56,21.69,20.58,2.5407478427612817,20.474,2026-09-15,1,2.269875834264785,2026-09-15,20.03,6.789815277084377,1,0,21.39,1,1.4224751066856278,0.9487179487179487,39,47,64.21564786951454,"{'close_strength': 10.945945945945947, 'breakout_proximity': 0, 'recent_signal': 8.571428571428573, 'price_momentum': 4.037458511142713, 'active_volume': 2.8575640390178245, 'industry_breadth': 9.487179487179487, 'turnover': 10, 'float_cap': 8.3160713148, 'liquidity': 5, 'controlled_5d_move': 5}"
001312.SZ,福恩股份,纺织制造,其他纺织,17.58,1.1507479861910141,0.8974358974358907,0.7049986266739876,1.9381,10.04878074,0.1941019046,-2.6038781163435054,18.05,17.62,17.23,0.17094017094017033,17.349999999999998,2026-09-14,2,2.1546508422074777,2026-09-14,16.88,4.146919431279628,1,0,17.38,2,-0.227014755959154,0.875,16,79,64.00373963506854,"{'close_strength': 13.46153846153836, 'breakout_proximity': 8.094182825484742, 'recent_signal': 7.142857142857143, 'price_momentum': 3.5845799769850233, 'active_volume': 1.024993133369938, 'industry_breadth': 8.75, 'turnover': 6.460333333333334, 'float_cap': 10, 'liquidity': 0.4852547615, 'controlled_5d_move': 5}"
603000.SH,人民网,文化传媒,门户网站,17.05,-1.0446894950667418,0.9615384615384646,1.664300134942949,4.8003,188.52033255,8.86496435,-6.472846955567746,18.23,17.08,16.3,0.2941176470588225,16.778,2026-09-15,1,2.971217768546168,2026-09-15,16.92,0.768321513002368,1,1,17.05,1,-1.0446894950667418,0.75,8,36,63.065922433868664,"{'close_strength': 14.423076923076968, 'breakout_proximity': 2.2907295666483805, 'recent_signal': 8.571428571428573, 'price_momentum': 0, 'active_volume': 5.821500674714745, 'industry_breadth': 7.5, 'turnover': 10, 'float_cap': 4.459186698, 'liquidity': 5, 'controlled_5d_move': 5}"
002552.SZ,宝鼎科技,元件,印制电路板,55.83,3.007380073800725,0.8004807692307695,0.9087644764232552,10.7465,205.73539239,21.8093446398,-2.207041513399899,57.09,56.66,52.5,17.487373737373744,52.876,2026-09-10,4,2.4003172773327393,2026-09-10,46.51,20.038701354547417,1,0,50.0,2,10.88381330685202,0.8541666666666666,48,131,63.01973703026013,"{'close_strength': 12.007211538461542, 'breakout_proximity': 8.689437729900153, 'recent_signal': 4.2857142857142865, 'price_momentum': 6.678966789667875, 'active_volume': 2.043822382116276, 'industry_breadth': 8.541666666666666, 'turnover': 9.502333333333334, 'float_cap': 3.7705843044000003, 'liquidity': 5, 'controlled_5d_move': 2.5}"
002173.SZ,创新医疗,医疗服务,医院,17.69,-2.641717116125486,0.857142857142858,1.2788937254368486,6.4453,74.4510185,4.7560397388,-8.626033057851235,19.36,17.78,17.15,-2.048726467331108,17.702,2026-09-15,1,2.0625705306272013,2026-09-15,17.69,0.0,1,0,17.69,1,-2.641717116125486,0.8,15,57,62.344999315755686,"{'close_strength': 12.85714285714287, 'breakout_proximity': 0, 'recent_signal': 8.571428571428573, 'price_momentum': 0, 'active_volume': 3.894468627184243, 'industry_breadth': 8.0, 'turnover': 10, 'float_cap': 9.02195926, 'liquidity': 5, 'controlled_5d_move': 5}"
603092.SH,德力佳,风电设备,风电零部件,43.44,-2.096010818120353,0.3559322033898287,2.0158119086409667,9.2923,15.017946479999997,1.39605339,-3.402268178785861,44.97,44.58,42.81,4.674698795180721,42.192,2026-09-15,1,5.794404788474993,2026-09-15,40.71,6.705969049373617,1,0,43.44,1,-2.096010818120353,0.5185185185185185,27,30,62.06138755748723,"{'close_strength': 5.338983050847431, 'breakout_proximity': 6.896597731821208, 'recent_signal': 8.571428571428573, 'price_momentum': 0, 'active_volume': 7.579059543204833, 'industry_breadth': 5.185185185185185, 'turnover': 10, 'float_cap': 10, 'liquidity': 3.4901334750000004, 'controlled_5d_move': 5}"
600310.SH,广西能源,电力,电能综合服务,4.8,1.6949152542372836,0.8124999999999987,0.6931276474951152,5.5485,70.3541136,3.87951675,-6.796116504854377,5.15,4.83,4.67,3.671706263498886,4.818,2026-09-11,3,3.171780639652572,2026-09-10,4.58,4.8034934497816595,2,0,4.72,3,-0.4149377593361092,0.75,16,93,61.85061007420851,"{'close_strength': 12.18749999999998, 'breakout_proximity': 1.8058252427184351, 'recent_signal': 5.7142857142857135, 'price_momentum': 4.491525423728806, 'active_volume': 0.9656382374755762, 'industry_breadth': 7.5, 'turnover': 10, 'float_cap': 9.185835456, 'liquidity': 5, 'controlled_5d_move': 5}"
600165.SH,宁科生物,化学制品,其他化学制品,3.32,2.1538461538461506,0.7647058823529409,0.9376456567981624,2.2341,24.33273152,0.53804205,-2.352941176470591,3.4,3.36,3.19,2.1538461538461506,3.276,2026-09-08,6,2.15976789453331,2026-09-08,3.14,5.73248407643312,1,0,3.21,6,-0.5988023952095856,0.9156626506024096,83,164,61.76311807058482,"{'close_strength': 11.470588235294114, 'breakout_proximity': 8.470588235294114, 'recent_signal': 1.428571428571429, 'price_momentum': 5.256410256410251, 'active_volume': 2.188228283990812, 'industry_breadth': 9.156626506024097, 'turnover': 7.447, 'float_cap': 10, 'liquidity': 1.3451051250000001, 'controlled_5d_move': 5}"
002132.SZ,恒星科技,通用设备,金属制品,4.29,2.386634844868718,0.75,0.7717231136530492,3.0465,60.02509656,1.8210675729000003,-7.14285714285714,4.62,4.33,4.17,2.3866348448687402,4.264,2026-09-10,4,2.1043564498699334,2026-09-10,4.14,3.6231884057971175,1,0,4.19,4,-1.1520737327188946,0.8780487804878049,82,137,61.7565884225364,"{'close_strength': 11.25, 'breakout_proximity': 1.2857142857142905, 'recent_signal': 4.2857142857142865, 'price_momentum': 5.644391408114529, 'active_volume': 1.3586155682652463, 'industry_breadth': 8.78048780487805, 'turnover': 10, 'float_cap': 9.5989961376, 'liquidity': 4.5526689322500005, 'controlled_5d_move': 5}"
603389.SH,亚振家居,家居用品,成品家居,47.53,3.9816232771822335,0.8308823529411761,0.8385686247210891,1.0361,124.8860256,1.27818203,-0.8138564273789672,47.92,47.99,45.27,8.888888888888879,46.32,2026-09-10,4,2.261514408327475,2026-09-10,41.3,15.084745762711883,1,0,45.71,4,4.6224961479198745,0.5294117647058824,17,133,61.4715118890648,"{'close_strength': 12.463235294117641, 'breakout_proximity': 10.77921535893155, 'recent_signal': 4.2857142857142865, 'price_momentum': 8.302705461970389, 'active_volume': 1.6928431236054453, 'industry_breadth': 5.294117647058823, 'turnover': 3.4536666666666664, 'float_cap': 7.004558976, 'liquidity': 3.195455075, 'controlled_5d_move': 5}"
002565.SZ,顺灏股份,包装印刷,纸包装,8.7,0.811123986094997,0.6499999999999989,1.3070166443076372,8.7901,92.2161024,8.084936759300001,-6.752411575562711,9.33,8.84,8.44,1.516919486581081,8.692,2026-09-14,2,3.9275172697412306,2026-09-14,8.39,3.694874851013097,1,0,8.63,2,-3.440621531631527,0.7272727272727273,22,62,61.401946154603515,"{'close_strength': 9.749999999999984, 'breakout_proximity': 1.8713826366559339, 'recent_signal': 7.142857142857143, 'price_momentum': 3.0185399768249948, 'active_volume': 4.035083221538186, 'industry_breadth': 7.272727272727273, 'turnover': 10, 'float_cap': 8.311355904, 'liquidity': 5, 'controlled_5d_move': 5}"
600293.SH,三峡新材,建筑材料,玻璃制造,3.09,1.6447368421052655,0.7692307692307672,0.6896562238198641,3.289,35.8484805,1.17266793,-5.792682926829262,3.28,3.12,2.99,2.3178807947019653,3.114,2026-09-11,3,2.6310800940950974,2026-09-10,2.98,3.691275167785224,2,0,3.04,3,-0.3225806451612967,0.7142857142857143,7,102,60.9944256863019,"{'close_strength': 11.538461538461508, 'breakout_proximity': 3.3109756097561065, 'recent_signal': 5.7142857142857135, 'price_momentum': 4.407894736842109, 'active_volume': 0.9482811190993207, 'industry_breadth': 7.142857142857143, 'turnover': 10, 'float_cap': 10, 'liquidity': 2.931669825, 'controlled_5d_move': 5}"
000012.SZ,南玻A,建筑材料,玻璃制造,3.73,0.5390835579514919,1.0,0.9886167368532298,1.149,73.08250918000002,0.8272387518000001,-2.864583333333326,3.84,3.73,3.62,-1.0610079575596787,3.764,2026-09-11,3,2.005211784492955,2026-09-11,3.69,1.084010840108407,1,0,3.71,3,-2.610966057441255,0.7142857142857143,7,118,60.543287316961504,"{'close_strength': 15.0, 'breakout_proximity': 7.7031250000000115, 'recent_signal': 5.7142857142857135, 'price_momentum': 2.5651392632524868, 'active_volume': 2.443083684266149, 'industry_breadth': 7.142857142857143, 'turnover': 3.83, 'float_cap': 9.076699632799999, 'liquidity': 2.0680968795, 'controlled_5d_move': 5}"
600101.SH,明星电力,电力,电能综合服务,8.14,1.3698630136986356,0.685714285714287,0.8216152706789323,4.4151,44.5960075,1.97259967,-6.436781609195386,8.7,8.25,7.9,2.3899371069182163,8.204,2026-09-10,4,7.134944931661985,2026-09-10,7.9,3.037974683544298,1,0,8.03,4,-4.122497055359242,0.75,16,119,59.9056033755279,"{'close_strength': 10.285714285714306, 'breakout_proximity': 2.3448275862069217, 'recent_signal': 4.2857142857142865, 'price_momentum': 3.9497716894977257, 'active_volume': 1.6080763533946612, 'industry_breadth': 7.5, 'turnover': 10, 'float_cap': 10, 'liquidity': 4.931499175, 'controlled_5d_move': 5}"
603489.SH,八方股份,电机,电机Ⅲ,28.28,1.2893982808023008,0.7247706422018374,0.8778547694979212,0.8964,66.3499704,0.5898841,-2.2805805114029076,28.94,28.58,27.49,1.5804597701149392,27.814,2026-09-14,2,2.1273262048944552,2026-09-14,26.62,6.235912847483105,1,0,27.92,2,-1.6689847009735748,0.8571428571428571,28,80,59.67862366303569,"{'close_strength': 10.87155963302756, 'breakout_proximity': 8.579129232895637, 'recent_signal': 7.142857142857143, 'price_momentum': 3.815663801337168, 'active_volume': 1.8892738474896058, 'industry_breadth': 8.571428571428571, 'turnover': 2.988, 'float_cap': 9.346001183999999, 'liquidity': 1.47471025, 'controlled_5d_move': 5}"
603663.SH,三祥新材,非金属材料,无机盐,44.85,3.269629288510245,0.7902621722846456,0.7350216894835194,4.0053,266.03535465,10.54744504,-1.9243385086376463,45.73,45.41,42.74,6.963987598378241,43.324,2026-09-09,5,2.6289437290361115,2026-09-09,39.32,14.064089521871814,1,0,41.54,5,6.963987598378263,0.6,10,145,59.47431075405741,"{'close_strength': 11.853932584269684, 'breakout_proximity': 9.11349223704353, 'recent_signal': 2.8571428571428568, 'price_momentum': 7.116048814183742, 'active_volume': 1.175108447417597, 'industry_breadth': 6.0, 'turnover': 10, 'float_cap': 1.3585858140000004, 'liquidity': 5, 'controlled_5d_move': 5}"
600052.SH,东望时代,电力,热力服务,3.76,1.8970189701897011,0.2083333333333324,2.6493565191709925,3.7566,31.74172072,1.20302764,-7.160493827160497,4.05,3.95,3.71,-3.8363171355498604,3.782,2026-09-16,0,2.6493565191709925,2026-09-16,3.71,1.3477088948786964,1,0,,0,0.0,0.47368421052631576,19,15,59.457035414838565,"{'close_strength': 3.124999999999986, 'breakout_proximity': 1.2592592592592542, 'recent_signal': 10.0, 'price_momentum': 4.8283649503161685, 'active_volume': 10, 'industry_breadth': 4.7368421052631575, 'turnover': 10, 'float_cap': 10, 'liquidity': 3.0075691, 'controlled_5d_move': 2.5}"
002613.SZ,北玻股份,专用设备,玻璃制造,3.49,1.1594202898550732,0.5238095238095254,0.782602700341003,4.9929,27.00114931,1.3430877157000003,-5.163043478260865,3.68,3.59,3.38,0.8670520231213841,3.5420000000000003,2026-09-11,3,3.265188465455123,2026-09-10,3.39,2.9498525073746285,2,0,3.45,3,-1.1331444759206666,0.7142857142857143,7,92,58.33948710427458,"{'close_strength': 7.857142857142881, 'breakout_proximity': 4.2554347826087024, 'recent_signal': 5.7142857142857135, 'price_momentum': 3.5990338164251217, 'active_volume': 1.413013501705015, 'industry_breadth': 7.142857142857143, 'turnover': 10, 'float_cap': 10, 'liquidity': 3.3577192892500007, 'controlled_5d_move': 5}"
000767.SZ,晋控电力,电力,火力发电,3.53,0.8571428571428452,0.6999999999999977,0.7247934840777108,3.2376,102.80229792,3.3161643303999995,-3.28767123287671,3.65,3.56,3.46,0.28409090909089496,3.542,2026-09-10,4,2.1036150047265254,2026-09-09,3.41,3.5190615835777095,2,0,3.5,3,0.28409090909089496,0.41379310344827586,29,136,58.09925206970858,"{'close_strength': 10.499999999999966, 'breakout_proximity': 7.068493150684936, 'recent_signal': 4.2857142857142865, 'price_momentum': 3.0952380952380754, 'active_volume': 1.1239674203885541, 'industry_breadth': 4.137931034482759, 'turnover': 10, 'float_cap': 7.8879080832, 'liquidity': 5, 'controlled_5d_move': 5}"
002130.SZ,沃尔核材,其他电子,其他电子Ⅲ,17.07,0.8269344359125741,0.7361111111111103,0.6437632310226039,3.4729,197.07347433,6.7630353767999996,-5.11395219566425,17.99,17.26,16.54,-2.845759817871385,17.336,2026-09-11,3,2.4298500710101782,2026-09-11,16.81,1.5466983938132062,1,0,16.93,3,-4.7964305633017235,0.9117647058823529,34,105,58.083439054713494,"{'close_strength': 11.041666666666654, 'breakout_proximity': 4.329071706503624, 'recent_signal': 5.7142857142857135, 'price_momentum': 3.044890726520957, 'active_volume': 0.7188161551130196, 'industry_breadth': 9.117647058823529, 'turnover': 10, 'float_cap': 4.1170610268, 'liquidity': 5, 'controlled_5d_move': 5}"
002339.SZ,积成电子,电网设备,电网自动化设备,7.48,-0.1335113484646211,0.5384615384615411,1.058696431660902,4.2662,35.81376128,1.5302607944,-6.616729088639195,8.01,7.6,7.34,0.13386880856762762,7.468,2026-09-14,2,6.089175134624529,2026-09-14,7.25,3.1724137931034457,1,0,7.48,2,-2.857142857142858,0.7586206896551724,29,59,57.944175380236665,"{'close_strength': 8.076923076923116, 'breakout_proximity': 2.0749063670412076, 'recent_signal': 7.142857142857143, 'price_momentum': 1.444147752558965, 'active_volume': 2.79348215830451, 'industry_breadth': 7.586206896551724, 'turnover': 10, 'float_cap': 10, 'liquidity': 3.825651986, 'controlled_5d_move': 5}"
600982.SH,宁波能源,电力,热力服务,5.2,-0.7633587786259555,0.5000000000000022,0.8665913624249129,3.8868,58.11663,2.25928901,-2.8037383177569986,5.35,5.3,5.1,3.792415169660668,5.182,2026-09-11,3,3.501574526740167,2026-09-10,4.97,4.627766599597605,2,0,5.19,0,2.970297029702973,0.47368421052631576,19,91,57.64821399066138,"{'close_strength': 7.500000000000034, 'breakout_proximity': 7.794392523364503, 'recent_signal': 5.7142857142857135, 'price_momentum': 0.3944020356234076, 'active_volume': 1.8329568121245643, 'industry_breadth': 4.7368421052631575, 'turnover': 10, 'float_cap': 9.6753348, 'liquidity': 5, 'controlled_5d_move': 5}"
603212.SH,赛伍技术,光伏设备,光伏辅材,11.51,1.8584070796460184,0.8888888888888867,0.8363755029903822,1.3939,50.35516806,0.6971619,-4.083333333333339,12.0,11.55,11.19,-1.2017167381974114,11.498000000000001,2026-09-08,6,2.2035705902532436,2026-09-08,11.12,3.507194244604328,1,0,11.3,6,-1.6239316239316182,0.85,20,162,56.95782543719999,"{'close_strength': 13.3333333333333, 'breakout_proximity': 5.874999999999991, 'recent_signal': 1.428571428571429, 'price_momentum': 4.764011799410031, 'active_volume': 1.681877514951911, 'industry_breadth': 8.5, 'turnover': 4.646333333333333, 'float_cap': 9.985793277600001, 'liquidity': 1.7429047500000001, 'controlled_5d_move': 5}"
002139.SZ,拓邦股份,消费电子,消费电子零部件及组装,9.68,0.31088082901553626,0.6499999999999989,0.7640221062215949,1.5027,103.68149264,1.5508486032,-4.63054187192119,10.15,9.82,9.42,4.535637149028071,9.65,2026-09-14,2,3.5100108253562636,2026-09-11,9.1,6.373626373626373,2,0,9.65,2,0.8333333333333304,0.9213483146067416,89,64,56.404301196243296,"{'close_strength': 9.749999999999984, 'breakout_proximity': 5.054187192118214, 'recent_signal': 7.142857142857143, 'price_momentum': 2.1848013816925604, 'active_volume': 1.3201105311079746, 'industry_breadth': 9.213483146067416, 'turnover': 5.009, 'float_cap': 7.8527402944, 'liquidity': 3.877121508, 'controlled_5d_move': 5}"
000810.SZ,创维数字,黑色家电,其他黑色家电,9.63,2.4468085106382986,0.6363636363636381,0.790515049251633,1.9393,107.67863466,2.0739248017,-5.8651026392961825,10.23,9.83,9.28,1.5822784810126667,9.52,2026-09-10,4,3.2046048707199013,2026-09-10,9.3,3.548387096774186,1,0,9.3,4,-2.1341463414634054,0.8,5,123,56.38795891647992,"{'close_strength': 9.545454545454572, 'breakout_proximity': 3.2023460410557263, 'recent_signal': 4.2857142857142865, 'price_momentum': 5.744680851063832, 'active_volume': 1.452575246258165, 'industry_breadth': 8.0, 'turnover': 6.464333333333333, 'float_cap': 7.6928546136, 'liquidity': 5, 'controlled_5d_move': 5}"
601112.SH,振石股份,建筑材料,玻纤制造,16.02,-1.717791411042957,0.509433962264149,1.011168454333814,5.0198,29.2747077,1.46788384,-3.8415366146458574,16.66,16.28,15.75,4.569190600522166,15.994,2026-09-11,3,3.98017161973887,2026-09-11,15.05,6.445182724252474,1,0,15.96,2,-0.5586592178770888,0.5555555555555556,9,87,56.37459765350379,"{'close_strength': 7.641509433962236, 'breakout_proximity': 6.237695078031214, 'recent_signal': 5.7142857142857135, 'price_momentum': 0, 'active_volume': 2.5558422716690696, 'industry_breadth': 5.555555555555555, 'turnover': 10, 'float_cap': 10, 'liquidity': 3.6697096, 'controlled_5d_move': 5}"
603226.SH,菲林格尔,家居用品,瓷砖地板,37.38,2.1590598524186877,0.9580838323353292,0.5474251520150845,1.3673,132.88283484,1.77498924,-6.9454817027632565,40.17,37.45,35.78,6.830523006573297,37.044,2026-09-11,3,3.591425324831324,2026-09-11,35.83,4.325983812447687,1,0,36.19,3,-3.8332904553640246,0.8461538461538461,13,89,56.310910993882466,"{'close_strength': 14.371257485029938, 'breakout_proximity': 1.5817774458551153, 'recent_signal': 5.7142857142857135, 'price_momentum': 5.265099754031146, 'active_volume': 0.2371257600754223, 'industry_breadth': 8.461538461538462, 'turnover': 4.557666666666666, 'float_cap': 6.6846866064000015, 'liquidity': 4.4374731, 'controlled_5d_move': 5}"
603206.SH,嘉环科技,通信服务,通信工程及服务,13.6,-1.090909090909098,0.7941176470588226,1.5175405479431774,1.3434,41.5072,0.55378984,-5.358385525400133,14.37,13.67,13.33,-0.43923865300148357,13.54,2026-09-15,1,2.182366617219328,2026-09-15,13.32,2.102102102102088,1,0,13.6,1,-1.090909090909098,0.5882352941176471,17,52,56.27814527010307,"{'close_strength': 11.911764705882339, 'breakout_proximity': 3.9624217118998, 'recent_signal': 8.571428571428573, 'price_momentum': 0, 'active_volume': 5.087702739715887, 'industry_breadth': 5.882352941176471, 'turnover': 4.478, 'float_cap': 10, 'liquidity': 1.3844745999999999, 'controlled_5d_move': 5}"
600468.SH,百利电气,电网设备,配电设备,6.44,1.098901098901095,0.7058823529411774,0.550994833726933,2.3562,70.05015331999999,1.64216023,-6.666666666666665,6.9,6.49,6.32,-1.3782542113323304,6.474,2026-09-11,3,2.6347958427130638,2026-09-11,6.2,3.8709677419354938,1,0,6.37,3,-3.157894736842104,0.7692307692307693,26,101,55.905365809714226,"{'close_strength': 10.588235294117661, 'breakout_proximity': 2.000000000000002, 'recent_signal': 5.7142857142857135, 'price_momentum': 3.498168498168492, 'active_volume': 0.25497416863466515, 'industry_breadth': 7.6923076923076925, 'turnover': 7.854, 'float_cap': 9.197993867200001, 'liquidity': 4.105400575, 'controlled_5d_move': 5}"
002108.SZ,沧州明珠,塑料制品,其他塑料制品,4.44,1.1389521640091216,0.833333333333337,0.5456807117079775,1.3797,73.17112008,1.0028344644,-5.12820512820511,4.68,4.46,4.34,1.6018306636155888,4.4959999999999996,2026-09-11,3,2.5818863914848125,2026-09-10,4.32,2.77777777777779,2,0,4.39,3,-1.3333333333333197,0.8095238095238095,21,94,55.58978130690463,"{'close_strength': 12.500000000000055, 'breakout_proximity': 4.307692307692335, 'recent_signal': 5.7142857142857135, 'price_momentum': 3.5649202733485357, 'active_volume': 0.22840355853988747, 'industry_breadth': 8.095238095238095, 'turnover': 4.599, 'float_cap': 9.073155196800002, 'liquidity': 2.507086161, 'controlled_5d_move': 5}"
003007.SZ,直真科技,软件开发,垂直应用软件,39.12,1.0852713178294504,0.7226890756302486,0.6675476209195388,1.8248,28.39630824,0.516155883,-5.232558139534893,41.28,39.45,38.26,0.2049180327868827,39.228,2026-09-11,3,2.294526000281575,2026-09-11,37.22,5.104782375067174,1,0,38.7,3,-2.322097378277155,0.7821782178217822,101,108,55.213813492801705,"{'close_strength': 10.840336134453729, 'breakout_proximity': 4.1511627906976605, 'recent_signal': 5.7142857142857135, 'price_momentum': 3.4754521963824176, 'active_volume': 0.8377381045976939, 'industry_breadth': 7.821782178217822, 'turnover': 6.082666666666666, 'float_cap': 10, 'liquidity': 1.2903897075000001, 'controlled_5d_move': 5}"
000601.SZ,韶能股份,电力,水力发电,6.31,0.7987220447284393,0.4615384615384589,0.584252336247061,3.2833,66.23092735,2.1745888407,-4.103343465045595,6.58,6.38,6.25,-0.15822784810127777,6.358,2026-09-10,4,3.1304581239786686,2026-09-10,6.25,0.9599999999999831,1,0,6.26,4,-2.170542635658923,0.5,12,125,54.82367067300548,"{'close_strength': 6.923076923076883, 'breakout_proximity': 5.844984802431608, 'recent_signal': 4.2857142857142865, 'price_momentum': 2.997870074547399, 'active_volume': 0.42126168123530483, 'industry_breadth': 5.0, 'turnover': 10, 'float_cap': 9.350762906, 'liquidity': 5, 'controlled_5d_move': 5}"
000037.SZ,深南电A,电力,火力发电,9.79,-2.3928215353938187,0.3720930232558104,1.2156355866802886,10.1813,33.17911278,3.3829502529999997,-6.226053639846752,10.44,10.06,9.63,3.37909186906018,9.735999999999999,2026-09-15,1,2.5022268625207538,2026-09-10,9.33,4.9303322615219525,2,0,9.55,2,1.7671517671517645,0.41379310344827586,29,33,54.40898576171314,"{'close_strength': 5.581395348837156, 'breakout_proximity': 2.660919540229872, 'recent_signal': 8.571428571428573, 'price_momentum': 0, 'active_volume': 3.578177933401443, 'industry_breadth': 4.137931034482759, 'turnover': 9.879133333333334, 'float_cap': 10, 'liquidity': 5, 'controlled_5d_move': 5}"
002171.SZ,楚江新材,工业金属,铜,11.07,-0.18034265103696878,0.628571428571431,0.6322548103731332,4.778,178.80723405,8.4927606826,-3.8227628149435255,11.51,11.2,10.85,0.09041591320069209,11.124,2026-09-09,5,2.1320603340873485,2026-09-09,10.31,7.371483996120265,1,0,11.04,4,0.09041591320071429,0.8823529411764706,17,149,54.25017974653446,"{'close_strength': 9.428571428571464, 'breakout_proximity': 6.265855777584712, 'recent_signal': 2.8571428571428568, 'price_momentum': 1.3660955816050522, 'active_volume': 0.6612740518656662, 'industry_breadth': 8.823529411764707, 'turnover': 10, 'float_cap': 4.847710638, 'liquidity': 5, 'controlled_5d_move': 5}"
600742.SH,富维股份,汽车零部件,车身附件及饰件,7.69,1.5852047556142779,0.4150943396226425,1.3223858357061438,1.6526,57.14115251,0.9501793,-5.990220048899753,8.18,8.0,7.47,-2.287166454891998,7.702,2026-09-14,2,3.8594626314534035,2026-09-14,7.56,1.7195767195767209,1,0,7.57,2,-3.148614609571787,0.6666666666666666,45,63,54.069681418001664,"{'close_strength': 6.226415094339638, 'breakout_proximity': 3.014669926650371, 'recent_signal': 7.142857142857143, 'price_momentum': 4.308674592690463, 'active_volume': 4.111929178530719, 'industry_breadth': 6.666666666666666, 'turnover': 5.5086666666666675, 'float_cap': 9.7143538996, 'liquidity': 2.37544825, 'controlled_5d_move': 5}"
000863.SZ,三湘印象,房地产,住宅开发,4.54,0.8888888888888946,0.47368421052631626,0.6080522927143288,1.7731,52.88256014,0.9419355442,-2.991452991452981,4.68,4.64,4.45,2.4830699774266662,4.556,2026-09-10,4,2.7542723331270755,2026-09-09,4.16,9.134615384615374,2,0,4.5,4,2.483069977426644,0.8253968253968254,63,127,53.99604561035095,"{'close_strength': 7.105263157894744, 'breakout_proximity': 7.51282051282053, 'recent_signal': 4.2857142857142865, 'price_momentum': 3.1481481481481577, 'active_volume': 0.5402614635716441, 'industry_breadth': 8.253968253968253, 'turnover': 5.910333333333333, 'float_cap': 9.884697594399999, 'liquidity': 2.3548388605, 'controlled_5d_move': 5}"
